form	lemma	POS	morph
བློ་གྲོས་	བློ་གྲོས་	NOUN
མཐའ་ཡས་པ་	མཐའ་ཡས་པ་	ADJ
འི་	གི་	PART
མཛོད་	མཛོད་	NOUN
།		PUNCT
མཛད་པ་པོ་	མཛད་པ་པོ་	VERB
།		PUNCT
རྨ་བྱ་བ་	རྨ་བྱ་བ་	NOUN
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
།		PUNCT
རབ་བྱེད་	རབ་བྱེད་	OTHER
བཅོ་ལྔ་པ་	བཅོ་ལྔ་པ་	NO_POS
།		PUNCT
རང་བཞིན་	རང་བཞིན་	NOUN
བརྟག་པ་	བརྟག་པ་	VERB
།		PUNCT
རང་བཞིན་	རང་བཞིན་	NOUN
བརྟག་པ་	བརྟག་པ་	VERB
ལ་	ལ་	ADP
འང་	ཀྱང་	PART
གསུམ་	གསུམ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
འབྲེལ་	འབྲེལ་	VERB
དགོད་པ་	དགོད་པ་	VERB
ལ་	ལ་	PART
ཟབ་མོ་	ཟབ་མོ་	ADJ
མདོ་	མདོ་	NOUN
འི་	གི་	PART
འབྲེལ་	འབྲེལ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ལང་ཀ་	ལང་ཀ་	PROPN
ར་	ལ་	PART
གཤེགས་པ་	གཤེགས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
ཇི་ལྟ་		
རབ་རིབ་	རབ་རིབ་	NOUN
ཅན་	ཅན་	PART
དག་	དག་	DET
གིས་	གིས་	PART
། །		PUNCT
སྐྲ་ཤད་	སྐྲ་ཤད་	NO_POS
ལོག་པ་	ལོག་པ་	VERB
ར་	ལ་	PART
འཛིན་པ་	འཛིན་པ་	VERB
ལྟ་	ལྟ་	OTHER
། །		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
དངོས་པོ་	དངོས་པོ་	NOUN
ར་	ལ་	PART
རྟོག་པ་	རྟོག་པ་	VERB
འདི་	འདི་	DET
། །		PUNCT
བྱིས་པ་	བྱིས་པ་	NOUN
ས་	གིས་	PART
ལོག་པ་	ལོག་པ་	VERB
ར་	ལ་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
བཏགས་	བཏགས་	VERB
། །		PUNCT
རང་བཞིན་	རང་བཞིན་	NOUN
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
རྣམ་རིག་	རྣམ་རིག་	OTHER
མེད་	མེད་	VERB
། །		PUNCT
ཀུན་གཞི་	ཀུན་གཞི་	NOUN
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
དངོས་མེད་	དངོས་མེད་	NOUN
ལ་	ལ་	PART
། །		PUNCT
བྱིས་པ་	བྱིས་པ་	NOUN
ངན་པ་	ངན་པ་	VERB
རྟོག་གེ་བ་	རྟོག་གེ་བ་	NOUN
། །		PUNCT
རོ་	རོ་	NOUN
དང་	དང་	NO_POS
འདྲ་པ་	འདྲ་པ་	VERB
ས་	གིས་	PART
འདི་དག་	འདི་དག་	NO_POS
བཏགས་	བཏགས་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
དང་	དང་	NO_POS
།		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
ཡུམ་	ཡུམ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
དངོས་པོ་	དངོས་པོ་	NOUN
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དངོས་པོ་	དངོས་པོ་	NOUN
མེད་པ་	མེད་པ་	VERB
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
རང་བཞིན་	རང་བཞིན་	NOUN
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
དང་	དང་	NO_POS
།		PUNCT
གཞན་	གཞན་	DET
གྱི་	གི་	PART
དངོས་པོ་	དངོས་པོ་	NOUN
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
ཅེས་	ཅེས་	PART
མདོར་བསྡུས་	མདོར་བསྡུས་	OTHER
ན་	ནས་	PART
སྟོང་པ་ཉིད་	སྟོང་པ་ཉིད་	NOUN
བཞི་	བཞི་	NUM
ར་	ལ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
རིགས་པ་	རིགས་པ་	VERB
ས་	གིས་	PART
ངེས་པ་		
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རབ་ཏུ་	རབ་ཏུ་	NO_POS
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
འབྲེལ་	འབྲེལ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
དངོས་པོ་	དངོས་པོ་	NOUN
འི་	གི་	PART
རང་བཞིན་	རང་བཞིན་	NOUN
གྱི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
དང་	དང་	NO_POS
དེ་	དེ་	DET
འི་	གི་	PART
སྒྲུབ་བྱེད་	སྒྲུབ་བྱེད་	NOUN
ཕྲད་པ་	ཕྲད་པ་	VERB
བཀག་པ་	བཀག་པ་	VERB
དེ་ལྟ་ན་	དེ་ལྟ་ན་	NO_POS
ཡང་	ཀྱང་	PART
།		PUNCT
